placement,family,noise,seed,method,rmse,mae,decision_agreement,missed_exceedance,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
geometry_independent,mixed,0.008,3,evidence_no_geometry,0.009156686394054724,0.00744801626409998,0.9696,0.2926829268292683,29,12,7,577,0.0656,0.7073170731707317,0.8055555555555556,0.011986301369863013,0.8476653859004344
geometry_independent,mixed,0.008,3,evidence_gated,0.007089350599746783,0.005596850641486368,0.9776,0.1951219512195122,33,8,6,578,0.0656,0.8048780487804879,0.8461538461538461,0.010273972602739725,0.8973020380888741
geometry_independent,mixed,0.008,4,uncertainty_only,0.006165308871710221,0.004822716059613348,0.9792,0.3,14,6,7,598,0.032,0.7,0.6666666666666666,0.011570247933884297,0.8442148760330579
geometry_independent,mixed,0.008,4,two_sided_straddle,0.00836570912487814,0.006811765529617418,0.9808,0.2,16,4,8,597,0.032,0.8,0.6666666666666666,0.013223140495867768,0.8933884297520661
geometry_independent,mixed,0.008,4,posterior_risk,0.008102437644876243,0.006541910030558809,0.984,0.25,15,5,5,600,0.032,0.75,0.75,0.008264462809917356,0.8708677685950413
geometry_independent,mixed,0.008,4,evidence_no_geometry,0.007714847406925618,0.006214265730181872,0.9888,0.25,15,5,2,603,0.032,0.75,0.8823529411764706,0.003305785123966942,0.8733471074380166
geometry_independent,mixed,0.008,4,evidence_gated,0.007355672153605886,0.005853922975889657,0.9872,0.1,18,2,6,599,0.032,0.9,0.75,0.009917355371900827,0.9450413223140496
geometry_independent,mixed,0.008,5,uncertainty_only,0.006665272363053941,0.005279831172703741,0.96,0.7058823529411765,5,12,13,595,0.0272,0.29411764705882354,0.2777777777777778,0.02138157894736842,0.6363680340557275
geometry_independent,mixed,0.008,5,two_sided_straddle,0.008945656779705543,0.007029941275958579,0.9552,0.47058823529411764,9,8,20,588,0.0272,0.5294117647058824,0.3103448275862069,0.03289473684210526,0.7482585139318885
geometry_independent,mixed,0.008,5,posterior_risk,0.009506443039587972,0.007384180474998298,0.9632,0.4117647058823529,10,7,16,592,0.0272,0.5882352941176471,0.38461538461538464,0.02631578947368421,0.7809597523219814
geometry_independent,mixed,0.008,5,evidence_no_geometry,0.006798432471933776,0.005430585159126777,0.9616,0.47058823529411764,9,8,16,592,0.0272,0.5294117647058824,0.36,0.02631578947368421,0.7515479876160991
geometry_independent,mixed,0.008,5,evidence_gated,0.007132364503802659,0.0050849320743555715,0.9568,0.9411764705882353,1,16,11,597,0.0272,0.058823529411764705,0.08333333333333333,0.018092105263157895,0.5203657120743034
geometry_independent,mixed,0.008,6,uncertainty_only,0.005682042873785659,0.004602606642227191,0.9824,0.2916666666666667,17,7,4,597,0.0384,0.7083333333333334,0.8095238095238095,0.0066555740432612314,0.8508388796450361
geometry_independent,mixed,0.008,6,two_sided_straddle,0.007015917622329985,0.005109452836896881,0.9856,0.16666666666666666,20,4,5,596,0.0384,0.8333333333333334,0.8,0.008319467554076539,0.9125069328896285
geometry_independent,mixed,0.008,6,posterior_risk,0.009892791595547228,0.007261951381208011,0.976,0.4583333333333333,13,11,4,597,0.0384,0.5416666666666666,0.7647058823529411,0.0066555740432612314,0.7675055463117026
geometry_independent,mixed,0.008,6,evidence_no_geometry,0.008204396191202815,0.006104249264355894,0.976,0.2916666666666667,17,7,8,593,0.0384,0.7083333333333334,0.68,0.013311148086522463,0.8475110926234055
geometry_independent,mixed,0.008,6,evidence_gated,0.007091739056967266,0.005457755962030999,0.9728,0.5416666666666666,11,13,4,597,0.0384,0.4583333333333333,0.7333333333333333,0.0066555740432612314,0.725838879645036
geometry_independent,mixed,0.008,7,uncertainty_only,0.008623867781761297,0.006283049005044452,0.9552,0.5625,14,18,10,583,0.0512,0.4375,0.5833333333333334,0.016863406408094434,0.7103182967959527
geometry_independent,mixed,0.008,7,two_sided_straddle,0.010257524684678488,0.007261659579253163,0.9664,0.4375,18,14,7,586,0.0512,0.5625,0.72,0.011804384485666104,0.7753478077571669
geometry_independent,mixed,0.008,7,posterior_risk,0.012979803128632379,0.009450062479387398,0.9632,0.46875,17,15,8,585,0.0512,0.53125,0.68,0.013490725126475547,0.7588796374367622
geometry_independent,mixed,0.008,7,evidence_no_geometry,0.007925904560749129,0.006354886582035008,0.9648,0.25,24,8,14,579,0.0512,0.75,0.631578947368421,0.023608768971332208,0.8631956155143339
geometry_independent,mixed,0.008,7,evidence_gated,0.007386445845980182,0.0058700287613081825,0.9696,0.28125,23,9,10,583,0.0512,0.71875,0.696969696969697,0.016863406408094434,0.8509432967959527
low_complexity,local_defect,0.003,0,uncertainty_only,0.0030252046075896397,0.002011971970226871,0.9968,0.14285714285714285,6,1,1,617,0.0112,0.8571428571428571,0.8571428571428571,0.0016181229773462784,0.9277623670827554
low_complexity,local_defect,0.003,0,two_sided_straddle,0.0026806893041663336,0.0021171386604755833,1.0,0.0,7,0,0,618,0.0112,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,0,posterior_risk,0.0030757179016701066,0.002375743302414914,0.9984,0.0,7,0,1,617,0.0112,1.0,0.875,0.0016181229773462784,0.9991909385113269
low_complexity,local_defect,0.003,0,evidence_no_geometry,0.00299232360066644,0.002315191107542217,1.0,0.0,7,0,0,618,0.0112,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,0,evidence_gated,0.0027523048037841813,0.002108715867352306,1.0,0.0,7,0,0,618,0.0112,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,1,uncertainty_only,0.0028094194582612285,0.0021898766079375895,0.9936,0.0,11,0,4,610,0.0176,1.0,0.7333333333333333,0.006514657980456026,0.996742671009772
low_complexity,local_defect,0.003,1,two_sided_straddle,0.002643236545762459,0.0021111682240759558,0.9952,0.0,11,0,3,611,0.0176,1.0,0.7857142857142857,0.004885993485342019,0.997557003257329
low_complexity,local_defect,0.003,1,posterior_risk,0.002632521870819874,0.0020935059052511404,0.9952,0.0,11,0,3,611,0.0176,1.0,0.7857142857142857,0.004885993485342019,0.997557003257329
low_complexity,local_defect,0.003,1,evidence_no_geometry,0.002825527412492287,0.002189561460961591,0.9952,0.0,11,0,3,611,0.0176,1.0,0.7857142857142857,0.004885993485342019,0.997557003257329
low_complexity,local_defect,0.003,1,evidence_gated,0.0027911481172802743,0.0022599110862012847,0.9952,0.0,11,0,3,611,0.0176,1.0,0.7857142857142857,0.004885993485342019,0.997557003257329
low_complexity,local_defect,0.003,2,uncertainty_only,0.0029578396811610046,0.0019672389558462885,0.9968,0.16666666666666666,5,1,1,618,0.0096,0.8333333333333334,0.8333333333333334,0.0016155088852988692,0.9158589122240173
low_complexity,local_defect,0.003,2,two_sided_straddle,0.0026945041813020913,0.0020558136873953564,1.0,0.0,6,0,0,619,0.0096,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,2,posterior_risk,0.0026838341086922834,0.0019997296160277245,1.0,0.0,6,0,0,619,0.0096,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,2,evidence_no_geometry,0.0029123416852937776,0.0021025872673948484,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
low_complexity,local_defect,0.003,2,evidence_gated,0.0027927964194764733,0.0021592691228710477,1.0,0.0,6,0,0,619,0.0096,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,3,uncertainty_only,0.003141661873538963,0.0024117098169789725,0.9984,0.0,10,0,1,614,0.016,1.0,0.9090909090909091,0.0016260162601626016,0.9991869918699188
low_complexity,local_defect,0.003,3,two_sided_straddle,0.0027439555944946572,0.002171186040050004,0.9984,0.1,9,1,0,615,0.016,0.9,1.0,0.0,0.95
low_complexity,local_defect,0.003,3,posterior_risk,0.0027400616896554038,0.002213380437867787,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,3,evidence_no_geometry,0.002857157419775899,0.0023396987124732235,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,3,evidence_gated,0.0031368927820879695,0.002490433774118139,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.003,4,uncertainty_only,0.003156097755851319,0.0024034818546338735,0.9968,0.0,19,0,2,604,0.0304,1.0,0.9047619047619048,0.0033003300330033004,0.9983498349834983
low_complexity,local_defect,0.003,4,two_sided_straddle,0.003357550195694072,0.002378700157924715,0.9952,0.0,19,0,3,603,0.0304,1.0,0.8636363636363636,0.0049504950495049506,0.9975247524752475
low_complexity,local_defect,0.003,4,posterior_risk,0.0034710216906176862,0.0025773228632547072,0.9968,0.0,19,0,2,604,0.0304,1.0,0.9047619047619048,0.0033003300330033004,0.9983498349834983
low_complexity,local_defect,0.003,4,evidence_no_geometry,0.0037159973568475124,0.0027430340804280922,0.9968,0.0,19,0,2,604,0.0304,1.0,0.9047619047619048,0.0033003300330033004,0.9983498349834983
low_complexity,local_defect,0.003,4,evidence_gated,0.0035859513186036803,0.002570783401037411,0.9952,0.05263157894736842,18,1,2,604,0.0304,0.9473684210526315,0.9,0.0033003300330033004,0.9720340455098141
low_complexity,local_defect,0.003,5,uncertainty_only,0.0030681561547310746,0.0020583762345100522,0.9824,0.17777777777777778,37,8,3,577,0.072,0.8222222222222222,0.925,0.005172413793103448,0.9085249042145593
low_complexity,local_defect,0.003,5,two_sided_straddle,0.004234625351390831,0.0025103980488543256,0.9856,0.15555555555555556,38,7,2,578,0.072,0.8444444444444444,0.95,0.0034482758620689655,0.9204980842911877
low_complexity,local_defect,0.003,5,posterior_risk,0.005555388541651654,0.00382743915957601,0.9824,0.13333333333333333,39,6,5,575,0.072,0.8666666666666667,0.8863636363636364,0.008620689655172414,0.9290229885057472
low_complexity,local_defect,0.003,5,evidence_no_geometry,0.0038383214633892536,0.002668286106056829,0.9824,0.13333333333333333,39,6,5,575,0.072,0.8666666666666667,0.8863636363636364,0.008620689655172414,0.9290229885057472
low_complexity,local_defect,0.003,5,evidence_gated,0.0035309468540830084,0.0022884108730090594,0.9856,0.08888888888888889,41,4,5,575,0.072,0.9111111111111111,0.8913043478260869,0.008620689655172414,0.9512452107279694
low_complexity,local_defect,0.003,6,uncertainty_only,0.00476056096811869,0.002503802103666447,0.9856,1.0,0,9,0,616,0.0144,0.0,0.0,0.0,0.5
low_complexity,local_defect,0.003,6,two_sided_straddle,0.004297163043463085,0.0025208815632555906,0.9952,0.3333333333333333,6,3,0,616,0.0144,0.6666666666666666,1.0,0.0,0.8333333333333333
low_complexity,local_defect,0.003,6,posterior_risk,0.00439536736208614,0.002969922463718249,0.992,0.3333333333333333,6,3,2,614,0.0144,0.6666666666666666,0.75,0.003246753246753247,0.8317099567099566
low_complexity,local_defect,0.003,6,evidence_no_geometry,0.004753631098250443,0.0028665443069469995,0.9936,0.3333333333333333,6,3,1,615,0.0144,0.6666666666666666,0.8571428571428571,0.0016233766233766235,0.832521645021645
low_complexity,local_defect,0.003,6,evidence_gated,0.004293052042175253,0.0024329939738928943,0.992,0.4444444444444444,5,4,1,615,0.0144,0.5555555555555556,0.8333333333333334,0.0016233766233766235,0.7769660894660895
low_complexity,local_defect,0.003,7,uncertainty_only,0.0033950685536714457,0.00244702043199651,0.9952,0.045454545454545456,21,1,2,601,0.0352,0.9545454545454546,0.9130434782608695,0.003316749585406302,0.9756143524800241
low_complexity,local_defect,0.003,7,two_sided_straddle,0.003670552503982391,0.0027912073746223292,0.9968,0.0,22,0,2,601,0.0352,1.0,0.9166666666666666,0.003316749585406302,0.9983416252072969
low_complexity,local_defect,0.003,7,posterior_risk,0.0031513466589804875,0.0023481322027083694,0.9984,0.0,22,0,1,602,0.0352,1.0,0.9565217391304348,0.001658374792703151,0.9991708126036485
low_complexity,local_defect,0.003,7,evidence_no_geometry,0.003211253487975111,0.0024061353955746275,0.9984,0.0,22,0,1,602,0.0352,1.0,0.9565217391304348,0.001658374792703151,0.9991708126036485
low_complexity,local_defect,0.003,7,evidence_gated,0.002965899355110772,0.0022461025069505725,0.9968,0.0,22,0,2,601,0.0352,1.0,0.9166666666666666,0.003316749585406302,0.9983416252072969
low_complexity,local_defect,0.008,0,uncertainty_only,0.00648142940886294,0.00482962031027638,0.9904,0.42857142857142855,4,3,3,615,0.0112,0.5714285714285714,0.5714285714285714,0.0048543689320388345,0.7832871012482663
low_complexity,local_defect,0.008,0,two_sided_straddle,0.005984645133540111,0.004812428971283872,0.9984,0.0,7,0,1,617,0.0112,1.0,0.875,0.0016181229773462784,0.9991909385113269
low_complexity,local_defect,0.008,0,posterior_risk,0.0083034704034045,0.005676252754811244,0.9888,1.0,0,7,0,618,0.0112,0.0,0.0,0.0,0.5
low_complexity,local_defect,0.008,0,evidence_no_geometry,0.006425145808940893,0.005263501477711368,1.0,0.0,7,0,0,618,0.0112,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.008,0,evidence_gated,0.005805846344614008,0.004755909008731303,0.9984,0.0,7,0,1,617,0.0112,1.0,0.875,0.0016181229773462784,0.9991909385113269
low_complexity,local_defect,0.008,1,uncertainty_only,0.007269445734043347,0.005740319368710334,0.976,0.45454545454545453,6,5,10,604,0.0176,0.5454545454545454,0.375,0.016286644951140065,0.7645839502517027
low_complexity,local_defect,0.008,1,two_sided_straddle,0.006708172861869878,0.005348811557087744,0.9744,0.0,11,0,16,598,0.0176,1.0,0.4074074074074074,0.026058631921824105,0.9869706840390879
low_complexity,local_defect,0.008,1,posterior_risk,0.007273359692350779,0.005815715345169035,0.9904,0.0,11,0,6,608,0.0176,1.0,0.6470588235294118,0.009771986970684038,0.995114006514658
low_complexity,local_defect,0.008,1,evidence_no_geometry,0.005776413119928728,0.004589882428869553,0.9888,0.0,11,0,7,607,0.0176,1.0,0.6111111111111112,0.011400651465798045,0.994299674267101
low_complexity,local_defect,0.008,1,evidence_gated,0.006481690817386888,0.0051418617696804,0.9792,0.09090909090909091,10,1,12,602,0.0176,0.9090909090909091,0.45454545454545453,0.019543973941368076,0.9447734675747705
low_complexity,local_defect,0.008,2,uncertainty_only,0.00642930414010257,0.005120485028631974,0.9968,0.0,6,0,2,617,0.0096,1.0,0.75,0.0032310177705977385,0.9983844911147011
low_complexity,local_defect,0.008,2,two_sided_straddle,0.005599167602982139,0.00450902006164585,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
low_complexity,local_defect,0.008,2,posterior_risk,0.005911896824196262,0.004752103893845765,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
low_complexity,local_defect,0.008,2,evidence_no_geometry,0.006613936937162779,0.005352351782500498,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
low_complexity,local_defect,0.008,2,evidence_gated,0.005958870992022302,0.00483578737934443,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
low_complexity,local_defect,0.008,3,uncertainty_only,0.006083872775213235,0.004704927520234419,0.9968,0.1,9,1,1,614,0.016,0.9,0.9,0.0016260162601626016,0.9491869918699187
low_complexity,local_defect,0.008,3,two_sided_straddle,0.006884139306535267,0.005469844348423776,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.008,3,posterior_risk,0.006229710896284558,0.005146483746010247,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.008,3,evidence_no_geometry,0.006530184787452283,0.0051791813413219175,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.008,3,evidence_gated,0.005700700395660764,0.004479126144059413,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
low_complexity,local_defect,0.008,4,uncertainty_only,0.006651174929990496,0.005201088343057409,0.9936,0.0,19,0,4,602,0.0304,1.0,0.8260869565217391,0.006600660066006601,0.9966996699669968
low_complexity,local_defect,0.008,4,two_sided_straddle,0.005682213089875624,0.004378237497694191,0.9968,0.0,19,0,2,604,0.0304,1.0,0.9047619047619048,0.0033003300330033004,0.9983498349834983
low_complexity,local_defect,0.008,4,posterior_risk,0.006459980868289311,0.0052119572720589575,0.9968,0.05263157894736842,18,1,1,605,0.0304,0.9473684210526315,0.9473684210526315,0.0016501650165016502,0.972859128018065
low_complexity,local_defect,0.008,4,evidence_no_geometry,0.006506937747347285,0.005059967369483185,0.9968,0.05263157894736842,18,1,1,605,0.0304,0.9473684210526315,0.9473684210526315,0.0016501650165016502,0.972859128018065
low_complexity,local_defect,0.008,4,evidence_gated,0.006279595961817693,0.004927588035989805,0.9936,0.10526315789473684,17,2,2,604,0.0304,0.8947368421052632,0.8947368421052632,0.0033003300330033004,0.9457182560361299
low_complexity,local_defect,0.008,5,uncertainty_only,0.006789426485852704,0.005434204927790147,0.9456,0.2222222222222222,35,10,24,556,0.072,0.7777777777777778,0.5932203389830508,0.041379310344827586,0.8681992337164751
low_complexity,local_defect,0.008,5,two_sided_straddle,0.006806112111749858,0.0052570371632587095,0.9584,0.17777777777777778,37,8,18,562,0.072,0.8222222222222222,0.6727272727272727,0.03103448275862069,0.8955938697318008
low_complexity,local_defect,0.008,5,posterior_risk,0.007894607587858852,0.006199187073571698,0.9632,0.2,36,9,14,566,0.072,0.8,0.72,0.02413793103448276,0.8879310344827587
low_complexity,local_defect,0.008,5,evidence_no_geometry,0.006116633445074047,0.0050567386431382005,0.9664,0.13333333333333333,39,6,15,565,0.072,0.8666666666666667,0.7222222222222222,0.02586206896551724,0.9204022988505747
low_complexity,local_defect,0.008,5,evidence_gated,0.0063129381332187925,0.005120949236226097,0.9616,0.2,36,9,15,565,0.072,0.8,0.7058823529411765,0.02586206896551724,0.8870689655172415
low_complexity,local_defect,0.008,6,uncertainty_only,0.00806448075935017,0.00610139506120005,0.9712,0.3333333333333333,6,3,15,601,0.0144,0.6666666666666666,0.2857142857142857,0.024350649350649352,0.8211580086580086
low_complexity,local_defect,0.008,6,two_sided_straddle,0.007443065723510485,0.005609790191975647,0.9888,0.3333333333333333,6,3,4,612,0.0144,0.6666666666666666,0.6,0.006493506493506494,0.8300865800865801
low_complexity,local_defect,0.008,6,posterior_risk,0.007463073908012813,0.00560977157989366,0.9888,0.3333333333333333,6,3,4,612,0.0144,0.6666666666666666,0.6,0.006493506493506494,0.8300865800865801
low_complexity,local_defect,0.008,6,evidence_no_geometry,0.006981003857078884,0.0052559098239576985,0.984,0.4444444444444444,5,4,6,610,0.0144,0.5555555555555556,0.45454545454545453,0.00974025974025974,0.772907647907648
low_complexity,local_defect,0.008,6,evidence_gated,0.007097467449844216,0.0056734135119476175,0.9856,0.2222222222222222,7,2,7,609,0.0144,0.7777777777777778,0.5,0.011363636363636364,0.8832070707070707
low_complexity,local_defect,0.008,7,uncertainty_only,0.0055399267598628225,0.004332870188101616,0.9824,0.045454545454545456,21,1,10,593,0.0352,0.9545454545454546,0.6774193548387096,0.01658374792703151,0.9689808533092115
low_complexity,local_defect,0.008,7,two_sided_straddle,0.005692651561471112,0.004375711922468261,0.9904,0.045454545454545456,21,1,5,598,0.0352,0.9545454545454546,0.8076923076923077,0.008291873963515755,0.9731267902909695
low_complexity,local_defect,0.008,7,posterior_risk,0.006387758040745197,0.005125355693414948,0.992,0.0,22,0,5,598,0.0352,1.0,0.8148148148148148,0.008291873963515755,0.9958540630182422
low_complexity,local_defect,0.008,7,evidence_no_geometry,0.005950614096217969,0.004646146949780891,0.9856,0.0,22,0,9,594,0.0352,1.0,0.7096774193548387,0.014925373134328358,0.9925373134328358
low_complexity,local_defect,0.008,7,evidence_gated,0.006111061619342816,0.004682381049277477,0.9904,0.045454545454545456,21,1,5,598,0.0352,0.9545454545454546,0.8076923076923077,0.008291873963515755,0.9731267902909695
low_complexity,mixed,0.003,0,uncertainty_only,0.0036736319364846512,0.0028384403005852965,0.9888,0.4,9,6,1,609,0.024,0.6,0.9,0.001639344262295082,0.7991803278688525
low_complexity,mixed,0.003,0,two_sided_straddle,0.004714743757051276,0.0033778907322882766,0.9936,0.06666666666666667,14,1,3,607,0.024,0.9333333333333333,0.8235294117647058,0.004918032786885246,0.964207650273224
low_complexity,mixed,0.003,0,posterior_risk,0.006769138535010002,0.004546060620829285,0.984,0.4,9,6,4,606,0.024,0.6,0.6923076923076923,0.006557377049180328,0.7967213114754098
low_complexity,mixed,0.003,0,evidence_no_geometry,0.004884432721700649,0.003669280570843958,0.9888,0.2,12,3,4,606,0.024,0.8,0.75,0.006557377049180328,0.8967213114754098
low_complexity,mixed,0.003,0,evidence_gated,0.004975549688094388,0.003699303128925145,0.9856,0.2,12,3,6,604,0.024,0.8,0.6666666666666666,0.009836065573770493,0.8950819672131147
low_complexity,mixed,0.003,1,uncertainty_only,0.0038333621204511346,0.00294419776434893,0.9792,0.37037037037037035,17,10,3,595,0.0432,0.6296296296296297,0.85,0.005016722408026756,0.8123064536108014
low_complexity,mixed,0.003,1,two_sided_straddle,0.004707858586540094,0.0036894697024020323,0.992,0.14814814814814814,23,4,1,597,0.0432,0.8518518518518519,0.9583333333333334,0.0016722408026755853,0.9250898055245882
low_complexity,mixed,0.003,1,posterior_risk,0.006487814869091874,0.004854818123167603,0.9936,0.1111111111111111,24,3,1,597,0.0432,0.8888888888888888,0.96,0.0016722408026755853,0.9436083240431066
low_complexity,mixed,0.003,1,evidence_no_geometry,0.0051551984870869556,0.004024184117215249,0.9968,0.07407407407407407,25,2,0,598,0.0432,0.9259259259259259,1.0,0.0,0.962962962962963
low_complexity,mixed,0.003,1,evidence_gated,0.003999465723765347,0.003207980921724594,0.992,0.14814814814814814,23,4,1,597,0.0432,0.8518518518518519,0.9583333333333334,0.0016722408026755853,0.9250898055245882
low_complexity,mixed,0.003,2,uncertainty_only,0.00326835200805953,0.002626700670453646,0.992,0.4166666666666667,7,5,0,613,0.0192,0.5833333333333334,1.0,0.0,0.7916666666666667
low_complexity,mixed,0.003,2,two_sided_straddle,0.004048313941467829,0.0032021329279340407,0.9984,0.08333333333333333,11,1,0,613,0.0192,0.9166666666666666,1.0,0.0,0.9583333333333333
low_complexity,mixed,0.003,2,posterior_risk,0.005428271358440051,0.00403016637261548,0.9968,0.08333333333333333,11,1,1,612,0.0192,0.9166666666666666,0.9166666666666666,0.0016313213703099511,0.9575176726481783
low_complexity,mixed,0.003,2,evidence_no_geometry,0.003979727210613605,0.003171460278703182,0.9952,0.25,9,3,0,613,0.0192,0.75,1.0,0.0,0.875
low_complexity,mixed,0.003,2,evidence_gated,0.0036065353768696584,0.0029512271017167876,1.0,0.0,12,0,0,613,0.0192,1.0,1.0,0.0,1.0
low_complexity,mixed,0.003,3,uncertainty_only,0.0031771009447756795,0.0026088962358643995,0.9776,0.2619047619047619,31,11,3,580,0.0672,0.7380952380952381,0.9117647058823529,0.005145797598627788,0.8664747202483052
low_complexity,mixed,0.003,3,two_sided_straddle,0.005891235461363005,0.004305909349186777,0.9872,0.11904761904761904,37,5,3,580,0.0672,0.8809523809523809,0.925,0.005145797598627788,0.9379032916768766
low_complexity,mixed,0.003,3,posterior_risk,0.007309768318115408,0.005229634806864957,0.9952,0.047619047619047616,40,2,1,582,0.0672,0.9523809523809523,0.975609756097561,0.0017152658662092624,0.9753328432573716
low_complexity,mixed,0.003,3,evidence_no_geometry,0.004944489728542374,0.0036984010575168823,0.992,0.09523809523809523,38,4,1,582,0.0672,0.9047619047619048,0.9743589743589743,0.0017152658662092624,0.9515233194478477
low_complexity,mixed,0.003,3,evidence_gated,0.005443463977441255,0.004044059347719636,0.9888,0.09523809523809523,38,4,3,580,0.0672,0.9047619047619048,0.926829268292683,0.005145797598627788,0.9498080535816384
low_complexity,mixed,0.003,4,uncertainty_only,0.004286368034280936,0.003102597309513205,0.9808,0.2631578947368421,14,5,7,599,0.0304,0.7368421052631579,0.6666666666666666,0.01155115511551155,0.8626454750738232
low_complexity,mixed,0.003,4,two_sided_straddle,0.00634283564134699,0.0046528233673458754,0.9888,0.21052631578947367,15,4,3,603,0.0304,0.7894736842105263,0.8333333333333334,0.0049504950495049506,0.8922615945805107
low_complexity,mixed,0.003,4,posterior_risk,0.008316191479399191,0.006152303816088793,0.9888,0.15789473684210525,16,3,4,602,0.0304,0.8421052631578947,0.8,0.006600660066006601,0.9177523015459441
low_complexity,mixed,0.003,4,evidence_no_geometry,0.005667262111295039,0.0040987072527128,0.9872,0.21052631578947367,15,4,4,602,0.0304,0.7894736842105263,0.7894736842105263,0.006600660066006601,0.8914365120722598
low_complexity,mixed,0.003,4,evidence_gated,0.005968991437243355,0.004405704996213308,0.9904,0.15789473684210525,16,3,3,603,0.0304,0.8421052631578947,0.8421052631578947,0.0049504950495049506,0.9185773840541949
low_complexity,mixed,0.003,5,uncertainty_only,0.004245879311278073,0.003089051143389341,0.9872,0.5384615384615384,6,7,1,611,0.0208,0.46153846153846156,0.8571428571428571,0.0016339869281045752,0.7299522373051786
low_complexity,mixed,0.003,5,two_sided_straddle,0.004137643135589941,0.003074456997991964,0.9888,0.3076923076923077,9,4,3,609,0.0208,0.6923076923076923,0.75,0.004901960784313725,0.8437028657616893
low_complexity,mixed,0.003,5,posterior_risk,0.006072293756495649,0.004737483282070065,0.9904,0.23076923076923078,10,3,3,609,0.0208,0.7692307692307693,0.7692307692307693,0.004901960784313725,0.8821644042232277
low_complexity,mixed,0.003,5,evidence_no_geometry,0.004446459875935826,0.003451656851646463,0.992,0.23076923076923078,10,3,2,610,0.0208,0.7692307692307693,0.8333333333333334,0.0032679738562091504,0.88298139768728
low_complexity,mixed,0.003,5,evidence_gated,0.004304805736262786,0.003266661260769571,0.9904,0.3076923076923077,9,4,2,610,0.0208,0.6923076923076923,0.8181818181818182,0.0032679738562091504,0.8445198592257416
low_complexity,mixed,0.003,6,uncertainty_only,0.0034931694051997613,0.0025647278944917486,0.9888,0.25,15,5,2,603,0.032,0.75,0.8823529411764706,0.003305785123966942,0.8733471074380166
low_complexity,mixed,0.003,6,two_sided_straddle,0.003899932306262562,0.002996242262339754,0.9904,0.05,19,1,5,600,0.032,0.95,0.7916666666666666,0.008264462809917356,0.9708677685950413
low_complexity,mixed,0.003,6,posterior_risk,0.006233269437432941,0.004682115039554351,0.9856,0.2,16,4,5,600,0.032,0.8,0.7619047619047619,0.008264462809917356,0.8958677685950414
low_complexity,mixed,0.003,6,evidence_no_geometry,0.004549836268696734,0.003473381068269444,0.992,0.05,19,1,4,601,0.032,0.95,0.8260869565217391,0.006611570247933884,0.971694214876033
low_complexity,mixed,0.003,6,evidence_gated,0.004535221706264039,0.0035211331846734324,0.9888,0.15,17,3,4,601,0.032,0.85,0.8095238095238095,0.006611570247933884,0.921694214876033
low_complexity,mixed,0.003,7,uncertainty_only,0.004746494028187641,0.003164815900813018,0.9792,0.17142857142857143,29,6,7,583,0.056,0.8285714285714286,0.8055555555555556,0.011864406779661017,0.9083535108958838
low_complexity,mixed,0.003,7,two_sided_straddle,0.006725591327741984,0.004469316826449276,0.984,0.17142857142857143,29,6,4,586,0.056,0.8285714285714286,0.8787878787878788,0.006779661016949152,0.9108958837772397
low_complexity,mixed,0.003,7,posterior_risk,0.00833530015183733,0.006000089377002929,0.9824,0.17142857142857143,29,6,5,585,0.056,0.8285714285714286,0.8529411764705882,0.00847457627118644,0.9100484261501212
low_complexity,mixed,0.003,7,evidence_no_geometry,0.005500735993114791,0.003996816925679867,0.9824,0.17142857142857143,29,6,5,585,0.056,0.8285714285714286,0.8529411764705882,0.00847457627118644,0.9100484261501212
low_complexity,mixed,0.003,7,evidence_gated,0.006639377471152323,0.0048415712190421414,0.9824,0.2,28,7,4,586,0.056,0.8,0.875,0.006779661016949152,0.8966101694915254
