seed,family,noise,method,length_scale,rmse,mae,decision_agreement,missed_exceedance,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
7,mixed,0.003,uncertainty_only,0.16,0.004534722104744654,0.002951443299518704,0.9824,0.2727272727272727,24,9,2,590,0.0528,0.7272727272727273,0.9230769230769231,0.0033783783783783786,0.8619471744471745
7,mixed,0.003,two_sided_straddle,0.16,0.005704072149179741,0.004250989245474798,0.9872,0.12121212121212122,29,4,4,588,0.0528,0.8787878787878788,0.8787878787878788,0.006756756756756757,0.9360155610155609
7,mixed,0.003,evidence_gated,0.16,0.0052093309293383665,0.004007846254577922,0.9856,0.15151515151515152,28,5,4,588,0.0528,0.8484848484848485,0.875,0.006756756756756757,0.9208640458640458
7,mixed,0.008,uncertainty_only,0.16,0.008156258828199165,0.006202929132274259,0.96,0.48484848484848486,17,16,9,583,0.0528,0.5151515151515151,0.6538461538461539,0.015202702702702704,0.7499744062244063
7,mixed,0.008,two_sided_straddle,0.16,0.008986991428762574,0.006976476970578805,0.9744,0.24242424242424243,25,8,8,584,0.0528,0.7575757575757576,0.7575757575757576,0.013513513513513514,0.8720311220311221
7,mixed,0.008,evidence_gated,0.16,0.00774075743338417,0.006278448245991036,0.9776,0.2727272727272727,24,9,5,587,0.0528,0.7272727272727273,0.8275862068965517,0.008445945945945946,0.8594133906633907
8,smooth,0.003,uncertainty_only,0.16,0.002484947264381661,0.0019931971520912653,0.9872,0.2727272727272727,8,3,5,609,0.0176,0.7272727272727273,0.6153846153846154,0.008143322475570033,0.8595647023985786
8,smooth,0.003,two_sided_straddle,0.16,0.0027024290172015827,0.0021692938389258933,0.9904,0.36363636363636365,7,4,2,612,0.0176,0.6363636363636364,0.7777777777777778,0.003257328990228013,0.8165531536867041
8,smooth,0.003,evidence_gated,0.16,0.002806526780706591,0.0022364654004607683,0.9936,0.18181818181818182,9,2,2,612,0.0176,0.8181818181818182,0.8181818181818182,0.003257328990228013,0.9074622445957952
8,smooth,0.008,uncertainty_only,0.16,0.0057274623660988075,0.004438612828012048,0.9824,0.9090909090909091,1,10,1,613,0.0176,0.09090909090909091,0.5,0.0016286644951140066,0.5446402132069884
8,smooth,0.008,two_sided_straddle,0.16,0.0065234101605856085,0.00510305729835696,0.968,0.5454545454545454,5,6,14,600,0.0176,0.45454545454545453,0.2631578947368421,0.02280130293159609,0.7158720758069292
8,smooth,0.008,evidence_gated,0.16,0.006388203545955998,0.005128737643953532,0.976,0.5454545454545454,5,6,9,605,0.0176,0.45454545454545453,0.35714285714285715,0.014657980456026058,0.7199437370447143
8,waviness,0.003,uncertainty_only,0.16,0.006880301250943618,0.005155008523104666,0.9424,0.5806451612903226,26,36,0,563,0.0992,0.41935483870967744,1.0,0.0,0.7096774193548387
8,waviness,0.003,two_sided_straddle,0.16,0.010015863222975954,0.007340106879647098,0.968,0.3225806451612903,42,20,0,563,0.0992,0.6774193548387096,1.0,0.0,0.8387096774193548
8,waviness,0.003,evidence_gated,0.16,0.01031080806105247,0.007490320728543533,0.9664,0.3064516129032258,43,19,2,561,0.0992,0.6935483870967742,0.9555555555555556,0.003552397868561279,0.8449979946141064
8,waviness,0.008,uncertainty_only,0.16,0.008449172879787978,0.0069616465667880194,0.9376,0.5161290322580645,30,32,7,556,0.0992,0.4838709677419355,0.8108108108108109,0.012433392539964476,0.7357187876009855
8,waviness,0.008,two_sided_straddle,0.16,0.010400601983432832,0.007774673298998082,0.9568,0.3387096774193548,41,21,6,557,0.0992,0.6612903225806451,0.8723404255319149,0.010657193605683837,0.8253165644874807
8,waviness,0.008,evidence_gated,0.16,0.012044456663067523,0.0095997822783154,0.9264,0.532258064516129,29,33,13,550,0.0992,0.46774193548387094,0.6904761904761905,0.023090586145648313,0.7223256746691114
8,local_defect,0.003,uncertainty_only,0.16,0.002868844434601697,0.002171341639010982,0.9808,0.125,28,4,8,585,0.0512,0.875,0.7777777777777778,0.013490725126475547,0.9307546374367622
8,local_defect,0.003,two_sided_straddle,0.16,0.0029353687711064606,0.0021624792297859664,0.9856,0.125,28,4,5,588,0.0512,0.875,0.8484848484848485,0.008431703204047217,0.9332841483979764
8,local_defect,0.003,evidence_gated,0.16,0.0030519333638918413,0.002497036849952053,0.9936,0.0625,30,2,2,591,0.0512,0.9375,0.9375,0.003372681281618887,0.9670636593591906
8,local_defect,0.008,uncertainty_only,0.16,0.00629346010548142,0.004929515156547843,0.9696,0.25,24,8,11,582,0.0512,0.75,0.6857142857142857,0.01854974704890388,0.8657251264755481
8,local_defect,0.008,two_sided_straddle,0.16,0.0067256256222567945,0.005196383722264054,0.9712,0.3125,22,10,8,585,0.0512,0.6875,0.7333333333333333,0.013490725126475547,0.8370046374367622
8,local_defect,0.008,evidence_gated,0.16,0.006527585688720515,0.005234568262213594,0.9712,0.15625,27,5,13,580,0.0512,0.84375,0.675,0.021922428330522766,0.9109137858347387
8,mixed,0.003,uncertainty_only,0.16,0.0038674369441559597,0.0026977111751880626,0.968,0.5,17,17,3,588,0.0544,0.5,0.85,0.005076142131979695,0.7474619289340101
8,mixed,0.003,two_sided_straddle,0.16,0.005835078129621698,0.00406310075126924,0.9712,0.4411764705882353,19,15,3,588,0.0544,0.5588235294117647,0.8636363636363636,0.005076142131979695,0.7768736936398926
8,mixed,0.003,evidence_gated,0.16,0.0042747846205555,0.003209539231774235,0.9728,0.38235294117647056,21,13,4,587,0.0544,0.6176470588235294,0.84,0.00676818950930626,0.8054394346571117
8,mixed,0.008,uncertainty_only,0.16,0.007754556078621841,0.006016718213226604,0.9648,0.35294117647058826,22,12,10,581,0.0544,0.6470588235294118,0.6875,0.01692047377326565,0.8150691748780731
8,mixed,0.008,two_sided_straddle,0.16,0.009215367151447662,0.007209228352794921,0.9552,0.35294117647058826,22,12,16,575,0.0544,0.6470588235294118,0.5789473684210527,0.02707275803722504,0.8099930327460934
8,mixed,0.008,evidence_gated,0.16,0.00791091247999862,0.006356577263468406,0.9616,0.4411764705882353,19,15,9,582,0.0544,0.5588235294117647,0.6785714285714286,0.015228426395939087,0.7717975515079127
9,smooth,0.003,uncertainty_only,0.16,0.0025489662002085617,0.002019386334299324,0.9744,0.1724137931034483,24,5,11,585,0.0464,0.8275862068965517,0.6857142857142857,0.018456375838926176,0.9045649155288128
9,smooth,0.003,two_sided_straddle,0.16,0.002895029092720614,0.0022950424868818453,0.9808,0.06896551724137931,27,2,10,586,0.0464,0.9310344827586207,0.7297297297297297,0.016778523489932886,0.9571279796343439
9,smooth,0.003,evidence_gated,0.16,0.002586036862646427,0.002016857250020296,0.9792,0.20689655172413793,23,6,7,589,0.0464,0.7931034482758621,0.7666666666666667,0.01174496644295302,0.8906792409164546
9,smooth,0.008,uncertainty_only,0.16,0.00673151468077592,0.0053250664118170005,0.9408,0.6551724137931034,10,19,18,578,0.0464,0.3448275862068966,0.35714285714285715,0.030201342281879196,0.6573131219625087
9,smooth,0.008,two_sided_straddle,0.16,0.006435400566339981,0.004891285698002288,0.9552,0.27586206896551724,21,8,20,576,0.0464,0.7241379310344828,0.5121951219512195,0.03355704697986577,0.8452904420273085
9,smooth,0.008,evidence_gated,0.16,0.006321268463265989,0.0048815312732021785,0.9408,0.3793103448275862,18,11,26,570,0.0464,0.6206896551724138,0.4090909090909091,0.0436241610738255,0.7885327470492942
9,waviness,0.003,uncertainty_only,0.16,0.007653421749030485,0.005448990468785348,0.9568,0.43859649122807015,32,25,2,566,0.0912,0.5614035087719298,0.9411764705882353,0.0035211267605633804,0.7789411910056832
9,waviness,0.003,two_sided_straddle,0.16,0.009769474981350643,0.007169273846409879,0.9584,0.38596491228070173,35,22,4,564,0.0912,0.6140350877192983,0.8974358974358975,0.007042253521126761,0.8034964170990857
9,waviness,0.003,evidence_gated,0.16,0.012742267813598981,0.00899530154573759,0.9488,0.5087719298245614,28,29,3,565,0.0912,0.49122807017543857,0.9032258064516129,0.00528169014084507,0.7429731900172967
9,waviness,0.008,uncertainty_only,0.16,0.009406329556188612,0.007463305294877179,0.9344,0.45614035087719296,31,26,15,553,0.0912,0.543859649122807,0.6739130434782609,0.02640845070422535,0.7587255992092908
9,waviness,0.008,two_sided_straddle,0.16,0.012048187203692239,0.009179102849877784,0.9376,0.5263157894736842,27,30,9,559,0.0912,0.47368421052631576,0.75,0.01584507042253521,0.7289195700518902
9,waviness,0.008,evidence_gated,0.16,0.012681430611810237,0.009430219756757533,0.944,0.47368421052631576,30,27,8,560,0.0912,0.5263157894736842,0.7894736842105263,0.014084507042253521,0.7561156412157153
9,local_defect,0.003,uncertainty_only,0.16,0.004366791732081686,0.0027139655778808014,0.9792,0.23809523809523808,16,5,8,596,0.0336,0.7619047619047619,0.6666666666666666,0.013245033112582781,0.8743298643960895
9,local_defect,0.003,two_sided_straddle,0.16,0.003238426332376981,0.0022995618125514227,0.9888,0.23809523809523808,16,5,2,602,0.0336,0.7619047619047619,0.8888888888888888,0.0033112582781456954,0.8792967518133081
9,local_defect,0.003,evidence_gated,0.16,0.0031856767101054767,0.0024507580199468935,0.9872,0.14285714285714285,18,3,5,599,0.0336,0.8571428571428571,0.782608695652174,0.008278145695364239,0.9244323557237464
9,local_defect,0.008,uncertainty_only,0.16,0.007665300470326617,0.005472370359525705,0.9536,0.47619047619047616,11,10,19,585,0.0336,0.5238095238095238,0.36666666666666664,0.03145695364238411,0.7461762850835698
9,local_defect,0.008,two_sided_straddle,0.16,0.006788234795302126,0.005244453980080347,0.9616,0.09523809523809523,19,2,22,582,0.0336,0.9047619047619048,0.4634146341463415,0.03642384105960265,0.9341690318511511
9,local_defect,0.008,evidence_gated,0.16,0.008593337259959598,0.006331118551178159,0.9616,0.6190476190476191,8,13,11,593,0.0336,0.38095238095238093,0.42105263157894735,0.018211920529801324,0.6813702302112898
9,mixed,0.003,uncertainty_only,0.16,0.004841986101689075,0.0030816154864221554,0.9856,1.0,0,9,0,616,0.0144,0.0,0.0,0.0,0.5
9,mixed,0.003,two_sided_straddle,0.16,0.005098838346598296,0.003832648426030326,0.9856,0.3333333333333333,6,3,6,610,0.0144,0.6666666666666666,0.5,0.00974025974025974,0.8284632034632035
9,mixed,0.003,evidence_gated,0.16,0.0055125341436111745,0.0034317449012517655,0.9904,0.4444444444444444,5,4,2,614,0.0144,0.5555555555555556,0.7142857142857143,0.003246753246753247,0.7761544011544012
9,mixed,0.008,uncertainty_only,0.16,0.007573288141276079,0.005377203936921472,0.9792,0.6666666666666666,3,6,7,609,0.0144,0.3333333333333333,0.3,0.011363636363636364,0.6609848484848485
9,mixed,0.008,two_sided_straddle,0.16,0.00761812643482287,0.005852269291641703,0.9744,0.8888888888888888,1,8,8,608,0.0144,0.1111111111111111,0.1111111111111111,0.012987012987012988,0.549062049062049
9,mixed,0.008,evidence_gated,0.16,0.007350940616762164,0.005719291124617036,0.984,0.8888888888888888,1,8,2,614,0.0144,0.1111111111111111,0.3333333333333333,0.003246753246753247,0.5539321789321789
10,smooth,0.003,uncertainty_only,0.16,0.0025490971667285816,0.002028449812527638,0.9936,0.10714285714285714,25,3,1,596,0.0448,0.8928571428571429,0.9615384615384616,0.0016750418760469012,0.945591050490548
10,smooth,0.003,two_sided_straddle,0.16,0.0026961855548331432,0.002105053146251898,0.9904,0.07142857142857142,26,2,4,593,0.0448,0.9285714285714286,0.8666666666666667,0.006700167504187605,0.9609356305336205
10,smooth,0.003,evidence_gated,0.16,0.003030012389288906,0.002387263671805848,0.9952,0.07142857142857142,26,2,1,596,0.0448,0.9285714285714286,0.9629629629629629,0.0016750418760469012,0.9634481933476908
10,smooth,0.008,uncertainty_only,0.16,0.006090309090291007,0.005016589389883478,0.976,0.10714285714285714,25,3,12,585,0.0448,0.8928571428571429,0.6756756756756757,0.020100502512562814,0.9363783201722901
10,smooth,0.008,two_sided_straddle,0.16,0.007444133708457948,0.006070419175339269,0.984,0.10714285714285714,25,3,7,590,0.0448,0.8928571428571429,0.78125,0.011725293132328308,0.9405659248624073
10,smooth,0.008,evidence_gated,0.16,0.00614443910986684,0.004887144163483954,0.9904,0.07142857142857142,26,2,4,593,0.0448,0.9285714285714286,0.8666666666666667,0.006700167504187605,0.9609356305336205
10,waviness,0.003,uncertainty_only,0.16,0.006965443649126126,0.005125699075452031,0.9392,0.5483870967741935,28,34,4,559,0.0992,0.45161290322580644,0.875,0.007104795737122558,0.7222540537443419
10,waviness,0.003,two_sided_straddle,0.16,0.008330310663149532,0.005907744161577713,0.9568,0.3870967741935484,38,24,3,560,0.0992,0.6129032258064516,0.926829268292683,0.0053285968028419185,0.8037873145018049
10,waviness,0.003,evidence_gated,0.16,0.009260519524260205,0.006733019198341782,0.9536,0.41935483870967744,36,26,3,560,0.0992,0.5806451612903226,0.9230769230769231,0.0053285968028419185,0.7876582822437403
10,waviness,0.008,uncertainty_only,0.16,0.008648422538782058,0.006864476810639099,0.9408,0.4838709677419355,32,30,7,556,0.0992,0.5161290322580645,0.8205128205128205,0.012433392539964476,0.75184781985905
10,waviness,0.008,two_sided_straddle,0.16,0.01089464142184165,0.008381198903362494,0.9456,0.45161290322580644,34,28,6,557,0.0992,0.5483870967741935,0.85,0.010657193605683837,0.7688649515842548
10,waviness,0.008,evidence_gated,0.16,0.010663014877963341,0.008210069308595087,0.9472,0.46774193548387094,33,29,4,559,0.0992,0.532258064516129,0.8918918918918919,0.007104795737122558,0.7625766343895033
10,local_defect,0.003,uncertainty_only,0.16,0.007169930534746422,0.0029983602500743265,0.9792,0.47619047619047616,11,10,3,601,0.0336,0.5238095238095238,0.7857142857142857,0.004966887417218543,0.7594213181961527
10,local_defect,0.003,two_sided_straddle,0.16,0.004555369106919775,0.002711812446934254,0.9872,0.23809523809523808,16,5,3,601,0.0336,0.7619047619047619,0.8421052631578947,0.004966887417218543,0.8784689372437717
10,local_defect,0.003,evidence_gated,0.16,0.006461912149507145,0.003177479669459203,0.9872,0.3333333333333333,14,7,1,603,0.0336,0.6666666666666666,0.9333333333333333,0.0016556291390728477,0.8325055187637969
10,local_defect,0.008,uncertainty_only,0.16,0.009474830273809572,0.006539480087393437,0.952,0.38095238095238093,13,8,22,582,0.0336,0.6190476190476191,0.37142857142857144,0.03642384105960265,0.7913118889940083
10,local_defect,0.008,two_sided_straddle,0.16,0.0075714582345449005,0.005616000872257606,0.9712,0.23809523809523808,16,5,13,591,0.0336,0.7619047619047619,0.5517241379310345,0.02152317880794702,0.8701907915484074
10,local_defect,0.008,evidence_gated,0.16,0.009354409034814895,0.006607920040751408,0.9712,0.3333333333333333,14,7,11,593,0.0336,0.6666666666666666,0.56,0.018211920529801324,0.8242273730684326
10,mixed,0.003,uncertainty_only,0.16,0.00505047175550689,0.003361383213321247,0.984,0.2692307692307692,19,7,3,596,0.0416,0.7307692307692307,0.8636363636363636,0.005008347245409015,0.8628804417619109
10,mixed,0.003,two_sided_straddle,0.16,0.006345379329430784,0.004217209783971488,0.9792,0.07692307692307693,24,2,11,588,0.0416,0.9230769230769231,0.6857142857142857,0.018363939899833055,0.952356491588545
10,mixed,0.003,evidence_gated,0.16,0.005697086169889021,0.004284108281981498,0.9856,0.11538461538461539,23,3,6,593,0.0416,0.8846153846153846,0.7931034482758621,0.01001669449081803,0.9372993450622833
10,mixed,0.008,uncertainty_only,0.16,0.008438837091599616,0.00651131312727486,0.9712,0.38461538461538464,16,10,8,591,0.0416,0.6153846153846154,0.6666666666666666,0.01335559265442404,0.8010145113650957
10,mixed,0.008,two_sided_straddle,0.16,0.009014912967512946,0.006884031530753491,0.9872,0.11538461538461539,23,3,5,594,0.0416,0.8846153846153846,0.8214285714285714,0.008347245409015025,0.9381340696031848
10,mixed,0.008,evidence_gated,0.16,0.008956338645106327,0.007002222780273141,0.9776,0.15384615384615385,22,4,10,589,0.0416,0.8461538461538461,0.6875,0.01669449081803005,0.914729677667908
11,smooth,0.003,uncertainty_only,0.16,0.002411988967572463,0.001914698655293105,0.9904,0.2,8,2,4,611,0.016,0.8,0.6666666666666666,0.0065040650406504065,0.8967479674796748
11,smooth,0.003,two_sided_straddle,0.16,0.00262942728442751,0.002080254527097467,0.9936,0.0,10,0,4,611,0.016,1.0,0.7142857142857143,0.0065040650406504065,0.9967479674796749
11,smooth,0.003,evidence_gated,0.16,0.002878760725634362,0.002251514309552729,0.9904,0.1,9,1,5,610,0.016,0.9,0.6428571428571429,0.008130081300813009,0.9459349593495935
11,smooth,0.008,uncertainty_only,0.16,0.006610210260415182,0.005279520138015166,0.9712,0.2,8,2,16,599,0.016,0.8,0.3333333333333333,0.026016260162601626,0.8869918699186992
11,smooth,0.008,two_sided_straddle,0.16,0.006166134609928442,0.004881633712554331,0.9744,0.7,3,7,9,606,0.016,0.3,0.25,0.014634146341463415,0.6426829268292683
11,smooth,0.008,evidence_gated,0.16,0.006424222732696969,0.0051701151209919815,0.9728,0.8,2,8,9,606,0.016,0.2,0.18181818181818182,0.014634146341463415,0.5926829268292683
11,waviness,0.003,uncertainty_only,0.16,0.006993704749476611,0.00525026333965281,0.9632,0.5238095238095238,20,22,1,582,0.0672,0.47619047619047616,0.9523809523809523,0.0017152658662092624,0.7372376051621334
11,waviness,0.003,two_sided_straddle,0.16,0.010179943538354714,0.0071821583803148795,0.9712,0.42857142857142855,24,18,0,583,0.0672,0.5714285714285714,1.0,0.0,0.7857142857142857
11,waviness,0.003,evidence_gated,0.16,0.009576929623762878,0.007032297553371669,0.968,0.38095238095238093,26,16,4,579,0.0672,0.6190476190476191,0.8666666666666667,0.00686106346483705,0.806093277791391
11,waviness,0.008,uncertainty_only,0.16,0.009003408797241633,0.006879715064877199,0.9664,0.42857142857142855,24,18,3,580,0.0672,0.5714285714285714,0.8888888888888888,0.005145797598627788,0.7831413869149718
11,waviness,0.008,two_sided_straddle,0.16,0.013858701435301981,0.010491730482880577,0.9456,0.5714285714285714,18,24,10,573,0.0672,0.42857142857142855,0.6428571428571429,0.017152658662092625,0.705709384954668
11,waviness,0.008,evidence_gated,0.16,0.01166299014374507,0.009278421210633738,0.9632,0.42857142857142855,24,18,5,578,0.0672,0.5714285714285714,0.8275862068965517,0.008576329331046312,0.7814261210487625
11,local_defect,0.003,uncertainty_only,0.16,0.004750485805951757,0.0028839866750678613,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.003,two_sided_straddle,0.16,0.0032709698840834166,0.002570713376631904,0.9968,0.0,6,0,2,617,0.0096,1.0,0.75,0.0032310177705977385,0.9983844911147011
11,local_defect,0.003,evidence_gated,0.16,0.0032995294957389567,0.0027027808761691786,0.9984,0.0,6,0,1,618,0.0096,1.0,0.8571428571428571,0.0016155088852988692,0.9991922455573505
11,local_defect,0.008,uncertainty_only,0.16,0.0073759647785681046,0.005401702447097617,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.008,two_sided_straddle,0.16,0.006970649573355435,0.005300039054954908,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.008,evidence_gated,0.16,0.006122934629368743,0.004904657742128368,0.9952,0.0,6,0,3,616,0.0096,1.0,0.6666666666666666,0.004846526655896607,0.9975767366720517
11,mixed,0.003,uncertainty_only,0.16,0.005792593845511746,0.0036187899849591844,0.9712,0.5384615384615384,12,14,4,595,0.0416,0.46153846153846156,0.75,0.00667779632721202,0.7274303326056248
11,mixed,0.003,two_sided_straddle,0.16,0.00535709525117792,0.004084161250069632,0.9856,0.038461538461538464,25,1,8,591,0.0416,0.9615384615384616,0.7575757575757576,0.01335559265442404,0.9740914344420188
11,mixed,0.003,evidence_gated,0.16,0.005320460357928993,0.003920228457482354,0.9808,0.15384615384615385,22,4,8,591,0.0416,0.8461538461538461,0.7333333333333333,0.01335559265442404,0.9163991267497111
11,mixed,0.008,uncertainty_only,0.16,0.0088938420983464,0.006356527939281548,0.944,0.5769230769230769,11,15,20,579,0.0416,0.4230769230769231,0.3548387096774194,0.0333889816360601,0.6948439707204315
11,mixed,0.008,two_sided_straddle,0.16,0.009375564614108892,0.007676043422070748,0.984,0.07692307692307693,24,2,8,591,0.0416,0.9230769230769231,0.75,0.01335559265442404,0.9548606652112496
11,mixed,0.008,evidence_gated,0.16,0.007507598612126576,0.0061825003394162525,0.9824,0.23076923076923078,20,6,5,594,0.0416,0.7692307692307693,0.8,0.008347245409015025,0.8804417619108771
12,smooth,0.003,uncertainty_only,0.16,0.002760756642177715,0.002109533466716423,0.9856,0.2727272727272727,16,6,3,600,0.0352,0.7272727272727273,0.8421052631578947,0.004975124378109453,0.861148801447309
12,smooth,0.003,two_sided_straddle,0.16,0.003452007729237657,0.002673132258929521,0.9872,0.18181818181818182,18,4,4,599,0.0352,0.8181818181818182,0.8181818181818182,0.006633499170812604,0.9057741595055029
12,smooth,0.003,evidence_gated,0.16,0.0030777465483674306,0.002450912834771922,0.9888,0.13636363636363635,19,3,4,599,0.0352,0.8636363636363636,0.8260869565217391,0.006633499170812604,0.9285014322327756
12,smooth,0.008,uncertainty_only,0.16,0.005756983032443913,0.004473135872207898,0.976,0.5,11,11,4,599,0.0352,0.5,0.7333333333333333,0.006633499170812604,0.7466832504145937
12,smooth,0.008,two_sided_straddle,0.16,0.006240013026536782,0.004916079805406727,0.9856,0.4090909090909091,13,9,0,603,0.0352,0.5909090909090909,1.0,0.0,0.7954545454545454
12,smooth,0.008,evidence_gated,0.16,0.006802551482924217,0.005126538322624734,0.984,0.2727272727272727,16,6,4,599,0.0352,0.7272727272727273,0.8,0.006633499170812604,0.8603196140509574
12,waviness,0.003,uncertainty_only,0.16,0.006627782233414477,0.0049275857981020766,0.9376,0.5135135135135135,36,38,1,550,0.1184,0.4864864864864865,0.972972972972973,0.0018148820326678765,0.7423358022269093
12,waviness,0.003,two_sided_straddle,0.16,0.009456832087921576,0.006734998751599923,0.9568,0.28378378378378377,53,21,6,545,0.1184,0.7162162162162162,0.8983050847457628,0.010889292196007259,0.8526634620101046
12,waviness,0.003,evidence_gated,0.16,0.009310463979962278,0.006890148043953564,0.9472,0.40540540540540543,44,30,3,548,0.1184,0.5945945945945946,0.9361702127659575,0.0054446460980036296,0.7945749742482955
12,waviness,0.008,uncertainty_only,0.16,0.00936657762179776,0.007251128627851012,0.92,0.6351351351351351,27,47,3,548,0.1184,0.36486486486486486,0.9,0.0054446460980036296,0.6797101093834306
12,waviness,0.008,two_sided_straddle,0.16,0.012831217722923473,0.009766281476187856,0.928,0.527027027027027,35,39,6,545,0.1184,0.47297297297297297,0.8536585365853658,0.010889292196007259,0.7310418403884829
12,waviness,0.008,evidence_gated,0.16,0.010428569995917458,0.008060516589795872,0.936,0.4594594594594595,40,34,6,545,0.1184,0.5405405405405406,0.8695652173913043,0.010889292196007259,0.7648256241722666
12,local_defect,0.003,uncertainty_only,0.16,0.0037999824500104763,0.0025460228005008217,0.9936,0.043478260869565216,22,1,3,599,0.0368,0.9565217391304348,0.88,0.0049833887043189366,0.975769175213058
12,local_defect,0.003,two_sided_straddle,0.16,0.0034228532012775393,0.002620532523452623,0.9952,0.043478260869565216,22,1,2,600,0.0368,0.9565217391304348,0.9166666666666666,0.0033222591362126247,0.9765997399971111
12,local_defect,0.003,evidence_gated,0.16,0.003522357290192531,0.002525381540833563,0.9968,0.043478260869565216,22,1,1,601,0.0368,0.9565217391304348,0.9565217391304348,0.0016611295681063123,0.9774303047811643
12,local_defect,0.008,uncertainty_only,0.16,0.007363911391406734,0.005865727594758461,0.9648,0.17391304347826086,19,4,18,584,0.0368,0.8260869565217391,0.5135135135135135,0.029900332225913623,0.8980933121479128
12,local_defect,0.008,two_sided_straddle,0.16,0.00609203115544304,0.0049557399129051966,0.9808,0.0,23,0,12,590,0.0368,1.0,0.6571428571428571,0.019933554817275746,0.9900332225913622
12,local_defect,0.008,evidence_gated,0.16,0.006488783458528587,0.0050993612698661435,0.9904,0.043478260869565216,22,1,5,597,0.0368,0.9565217391304348,0.8148148148148148,0.008305647840531562,0.9741080456449516
12,mixed,0.003,uncertainty_only,0.16,0.004226679353123854,0.003209050644752505,0.984,0.4166666666666667,14,10,0,601,0.0384,0.5833333333333334,1.0,0.0,0.7916666666666667
12,mixed,0.003,two_sided_straddle,0.16,0.006308241489251314,0.004698951842414702,0.9888,0.20833333333333334,19,5,2,599,0.0384,0.7916666666666666,0.9047619047619048,0.0033277870216306157,0.894169439822518
12,mixed,0.003,evidence_gated,0.16,0.005773324862154722,0.004273161824302484,0.9856,0.25,18,6,3,598,0.0384,0.75,0.8571428571428571,0.004991680532445923,0.872504159733777
12,mixed,0.008,uncertainty_only,0.16,0.007194813537993081,0.005750672656882637,0.9744,0.5416666666666666,11,13,3,598,0.0384,0.4583333333333333,0.7857142857142857,0.004991680532445923,0.7266708264004437
12,mixed,0.008,two_sided_straddle,0.16,0.007158113025843834,0.005772074102505962,0.976,0.3333333333333333,16,8,7,594,0.0384,0.6666666666666666,0.6956521739130435,0.011647254575707155,0.8275097060454797
12,mixed,0.008,evidence_gated,0.16,0.008113244458040602,0.00619237998894162,0.9808,0.20833333333333334,19,5,7,594,0.0384,0.7916666666666666,0.7307692307692307,0.011647254575707155,0.8900097060454797
13,smooth,0.003,uncertainty_only,0.16,0.002789744330193797,0.0021619885742930277,0.9824,0.28,18,7,4,596,0.04,0.72,0.8181818181818182,0.006666666666666667,0.8566666666666667
13,smooth,0.003,two_sided_straddle,0.16,0.0023736988178675394,0.0018778378360189685,0.9872,0.2,20,5,3,597,0.04,0.8,0.8695652173913043,0.005,0.8975
13,smooth,0.003,evidence_gated,0.16,0.0029473811456139907,0.0022459091245512915,0.9824,0.28,18,7,4,596,0.04,0.72,0.8181818181818182,0.006666666666666667,0.8566666666666667
13,smooth,0.008,uncertainty_only,0.16,0.006499642187494267,0.005051770046585402,0.9552,0.68,8,17,11,589,0.04,0.32,0.42105263157894735,0.018333333333333333,0.6508333333333334
13,smooth,0.008,two_sided_straddle,0.16,0.005934224990498751,0.004541942537866577,0.976,0.36,16,9,6,594,0.04,0.64,0.7272727272727273,0.01,0.815
13,smooth,0.008,evidence_gated,0.16,0.005914745561233993,0.004709739290238569,0.9824,0.32,17,8,3,597,0.04,0.68,0.85,0.005,0.8375
13,waviness,0.003,uncertainty_only,0.16,0.006850974814426018,0.005084148742809866,0.944,0.576271186440678,25,34,1,565,0.0944,0.423728813559322,0.9615384615384616,0.0017667844522968198,0.7109810145535126
13,waviness,0.003,two_sided_straddle,0.16,0.01008586784149021,0.0068786778549809625,0.9616,0.3898305084745763,36,23,1,565,0.0944,0.6101694915254238,0.972972972972973,0.0017667844522968198,0.8042013535365635
13,waviness,0.003,evidence_gated,0.16,0.010909604226118388,0.007788082333693036,0.9504,0.4745762711864407,31,28,3,563,0.0944,0.5254237288135594,0.9117647058823529,0.00530035335689046,0.7600616877283344
13,waviness,0.008,uncertainty_only,0.16,0.00983685090981023,0.007663598487307143,0.9248,0.6779661016949152,19,40,7,559,0.0944,0.3220338983050847,0.7307692307692307,0.012367491166077738,0.6548332035695035
13,waviness,0.008,two_sided_straddle,0.16,0.012398708821657993,0.00928492935894565,0.9392,0.5423728813559322,27,32,6,560,0.0944,0.4576271186440678,0.8181818181818182,0.01060070671378092,0.7235132059651435
13,waviness,0.008,evidence_gated,0.16,0.01317743451135758,0.010208966670729428,0.9312,0.5932203389830508,24,35,8,558,0.0944,0.4067796610169492,0.75,0.014134275618374558,0.6963226926992874
13,local_defect,0.003,uncertainty_only,0.16,0.004455756282416126,0.002615319269085216,0.9872,0.0,30,0,8,587,0.048,1.0,0.7894736842105263,0.013445378151260505,0.9932773109243698
13,local_defect,0.003,two_sided_straddle,0.16,0.005201806510957147,0.0029408857484492343,0.9952,0.0,30,0,3,592,0.048,1.0,0.9090909090909091,0.005042016806722689,0.9974789915966387
