seed,family,noise,method,budget,rmse,mae,decision_agreement,missed_exceedance,mean_std,q95_std,label_change,critical_q95_std,confidence_q05,ambiguous_90,gate_fired,gate_budget,gate_success,exceedance_fraction,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
0,waviness,0.008,two_sided_straddle,100,0.01163837243743981,0.008965529997927183,0.9264,0.5540540540540541,0.015832405645740392,0.024353353771467932,0.0016,0.024412000155071816,0.641509189925239,0.52,False,,,0.1184,33,41,5,546,0.1184,0.44594594594594594,0.868421052631579,0.009074410163339383,0.7184357678913033
0,waviness,0.008,randomized_straddle,100,0.012447821319003283,0.009401056810528805,0.9312,0.47297297297297297,0.01707367961140546,0.027044562431271357,0.0128,0.027356883902510436,0.616593253783888,0.616,False,,,0.1184,39,35,8,543,0.1184,0.527027027027027,0.8297872340425532,0.014519056261343012,0.756253985382842
0,waviness,0.008,posterior_risk,100,0.016333198487591762,0.012126845392568857,0.9168,0.581081081081081,0.0197163999488445,0.03389108760780267,0.0016,0.033984045169624916,0.6505221580753063,0.7216,False,,,0.1184,31,43,9,542,0.1184,0.4189189189189189,0.775,0.016333938294010888,0.701292490312454
0,waviness,0.008,evidence_no_geometry,100,0.012440962753270403,0.009322700989031792,0.9296,0.47297297297297297,0.016136057442365695,0.02507092682685754,0.0048,0.025293555634331437,0.6821446228660581,0.5696,False,,,0.1184,39,35,9,542,0.1184,0.527027027027027,0.8125,0.016333938294010888,0.755346544366508
0,waviness,0.008,risk_geometry,100,0.014454280361174692,0.011370460579910202,0.9136,0.5540540540540541,0.018022553945950655,0.028826170992558513,0.0016,0.028879425013734864,0.6266094468589241,0.6848,False,,,0.1184,33,41,13,538,0.1184,0.44594594594594594,0.717391304347826,0.023593466424682397,0.7111762397606318
0,local_defect,0.003,space_filling,100,0.003649946375290315,0.002351761684198144,0.9984,1.0,0.012153785171622375,0.01866275627093908,0.0,0.019370408031931293,0.8799523202933307,0.088,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.003,geometry_only,100,0.006364289689443252,0.0026647515360364,0.9984,1.0,0.013013418379929314,0.021099761300516506,0.0,0.021495244601146966,0.8119683421351189,0.176,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.003,uncertainty_only,100,0.003193343506993548,0.002247334587921872,0.9936,0.0,0.012200202295916208,0.018738674338793563,0.0,0.019554132195296448,0.8432243996085516,0.1232,False,,,0.0016,1,0,4,620,0.0016,1.0,0.2,0.00641025641025641,0.9967948717948718
0,local_defect,0.003,evidence_gated,100,0.0034805992838901137,0.0026964308920036837,0.9968,0.0,0.012309800801368837,0.01872743547328096,0.0,0.01950396700401602,0.8668750393542181,0.0944,True,64.0,False,0.0016,1,0,2,622,0.0016,1.0,0.3333333333333333,0.003205128205128205,0.9983974358974359
0,local_defect,0.003,two_sided_straddle,100,0.0030989292447978264,0.0023572726410698614,0.9952,0.0,0.013155012055483667,0.021352181744523815,0.0,0.021906255871038432,0.8654873153202101,0.1232,False,,,0.0016,1,0,3,621,0.0016,1.0,0.25,0.004807692307692308,0.9975961538461539
0,local_defect,0.003,randomized_straddle,100,0.004447136898847303,0.0026035621466429914,0.9984,1.0,0.014178651206778655,0.024042240192520156,0.0,0.02446134688964143,0.8487312024212198,0.1456,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.003,posterior_risk,100,0.005932427295718218,0.002707270165080407,0.9984,1.0,0.013168081338415476,0.021374324449795246,0.0,0.02176225225240151,0.8832299480771635,0.0992,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.003,evidence_no_geometry,100,0.004003978457449862,0.0025118369458530638,0.9984,1.0,0.01249292191138698,0.01923700352027064,0.0,0.020199528520754215,0.8780119959880067,0.1008,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.003,risk_geometry,100,0.0026438679844745204,0.002030223659281344,1.0,0.0,0.013176934790890823,0.020511757987544826,0.0016,0.02098144635729186,0.8834888629252681,0.0928,False,,,0.0016,1,0,0,624,0.0016,1.0,1.0,0.0,1.0
0,local_defect,0.008,space_filling,100,0.006550423107671482,0.004932539718575984,0.9984,1.0,0.013908628451164015,0.019487944199375516,0.0,0.019938644419702438,0.809577013807264,0.192,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.008,geometry_only,100,0.00826628180377127,0.005700937766208819,0.9984,1.0,0.014709848389298992,0.021892316987455654,0.0,0.022002392973726845,0.7903310736906997,0.2544,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.008,uncertainty_only,100,0.006025525270408637,0.004828601102421111,0.9952,0.0,0.013804423940147309,0.018613044555696425,0.0,0.01933746048553148,0.8074002535903456,0.2016,False,,,0.0016,1,0,3,621,0.0016,1.0,0.25,0.004807692307692308,0.9975961538461539
0,local_defect,0.008,evidence_gated,100,0.0069518780312343605,0.005075891759325218,0.9984,1.0,0.013856704109851506,0.019145805810366127,0.0,0.019423130532187968,0.8439714086891379,0.176,True,76.0,False,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
